TCFG,UserDate,Value,trend,change,dummy,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,Dummy7,Ez1,Ez2,Ez3,Ez4,Ez5,Ez6,Ez7,Ez8,Ez9,Ez10,Ez11,Ez12,Ez13,Ez14,Ez15,Ez16,Ez17,Ez18,Ez19,Ez20,Ez21,Ez22,Ez23,Ez24,Ez25,Ez26,Ez27,Ez28,Ez29,Ez30,Ez31,Ez32,Ez33,Ez34,Ez35,Ez36,Ez37,Ez38,Ez39,Ez40,Ez41,Ez42,Ez43,Ez44,Ez45,Ez46,Ez47,Ez48,Ez49,Ez50,Ez51,Ez52,Ez53,Ez54,Ez55,Ez56,Ez57,Ez58
tcfg NDX,1995-12-01,587.02002,D,-0.511112817925,,0,0.75,1,1,0.75,0.75,0.25,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.0000,0.3750,0.5833,0.6875,0.7000,0.7083,0.6429,0.5625,0.5000,0.4500,0.4091,0.3750,0.3654,0.3571,0.3500,0.3438,0.3382,0.3333,0.3553,0.3750,0.3929,0.4091,0.4239,0.4375,0.4500,0.4615,0.4722,0.4821,0.4914,0.5000,0.5081,0.5156,0.5227,0.5294,0.5357,0.5417,0.5473,0.5526,0.5577,0.5625,0.5671,0.5714,0.5756,0.5795,0.5833,0.5870,0.5904,0.5938,0.5969,0.6000,0.6029,0.6058,0.6085,0.6111,0.6136,0.6161,0.6184,0.6207
tcfg NDX,1995-12-04,598.00,D,0.733023198858,,1,0,1,1,1,1,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,1.0000,0.5000,0.6667,0.7500,0.8000,0.8333,0.8214,0.8125,0.7500,0.7000,0.6591,0.6250,0.5962,0.5714,0.5500,0.5312,0.5441,0.5556,0.5658,0.5750,0.5833,0.5909,0.5978,0.6042,0.6100,0.6154,0.6204,0.6250,0.6293,0.6333,0.6371,0.6406,0.6439,0.6471,0.6500,0.6528,0.6554,0.6579,0.6603,0.6625,0.6646,0.6667,0.6686,0.6705,0.6722,0.6739,0.6755,0.6771,0.6786,0.6800,0.6814,0.6827,0.6840,0.6852,0.6864,0.6875,0.6886,0.6897
tcfg NDX,1995-12-05,591.22998,D,-0.512456299415,,1,0,0.75,0.75,1,0.75,0.75,0.25,0.25,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,1.0000,0.5000,0.5833,0.6250,0.7000,0.7083,0.7143,0.6562,0.6111,0.5750,0.5227,0.4792,0.4423,0.4286,0.4167,0.4062,0.3971,0.3889,0.3816,0.4000,0.4167,0.4318,0.4457,0.4583,0.4700,0.4808,0.4907,0.5000,0.5086,0.5167,0.5242,0.5312,0.5379,0.5441,0.5500,0.5556,0.5608,0.5658,0.5705,0.5750,0.5793,0.5833,0.5872,0.5909,0.5944,0.5978,0.6011,0.6042,0.6071,0.6100,0.6127,0.6154,0.6179,0.6204,0.6227,0.6250,0.6272,0.6293
tcfg NDX,1995-12-06,589.97998,D,-0.105319800756,,0,0.25,0,0.75,0.75,1,0.75,0.75,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.0000,0.1250,0.0833,0.2500,0.3500,0.4583,0.5000,0.5312,0.5000,0.4750,0.4545,0.4167,0.3846,0.3750,0.3667,0.3594,0.3529,0.3472,0.3421,0.3625,0.3810,0.3977,0.4130,0.4271,0.4400,0.4519,0.4630,0.4732,0.4828,0.4917,0.5000,0.5078,0.5152,0.5221,0.5286,0.5347,0.5405,0.5461,0.5513,0.5563,0.5610,0.5655,0.5698,0.5739,0.5778,0.5815,0.5851,0.5885,0.5918,0.5950,0.5980,0.6010,0.6038,0.6065,0.6091,0.6116,0.6140,0.6164
tcfg NDX,1995-12-07,587.130005,D,-0.236941793306,,0,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.0000,0.1250,0.1667,0.3125,0.4000,0.4583,0.5000,0.5312,0.5000,0.4750,0.4545,0.4167,0.3846,0.3571,0.3500,0.3438,0.3382,0.3333,0.3289,0.3250,0.3452,0.3636,0.3804,0.3958,0.4100,0.4231,0.4352,0.4464,0.4569,0.4667,0.4758,0.4844,0.4924,0.5000,0.5071,0.5139,0.5203,0.5263,0.5321,0.5375,0.5427,0.5476,0.5523,0.5568,0.5611,0.5652,0.5691,0.5729,0.5765,0.5800,0.5833,0.5865,0.5896,0.5926,0.5955,0.5982,0.6009,0.6034
tcfg NDX,1995-12-08,599.380005,D,0.779152574243,,1,1,1,0.75,0.75,0.75,1,1,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,1.0000,1.0000,1.0000,0.9375,0.9000,0.8750,0.8929,0.9062,0.8889,0.8750,0.8636,0.8542,0.8077,0.7679,0.7333,0.7031,0.6765,0.6528,0.6579,0.6625,0.6667,0.6705,0.6739,0.6771,0.6800,0.6827,0.6852,0.6875,0.6897,0.6917,0.6935,0.6953,0.6970,0.6985,0.7000,0.7014,0.7027,0.7039,0.7051,0.7063,0.7073,0.7083,0.7093,0.7102,0.7111,0.7120,0.7128,0.7135,0.7143,0.7150,0.7157,0.7163,0.7170,0.7176,0.7182,0.7188,0.7193,0.7198
tcfg NDX,1995-12-11,596.109985,D,-0.266213019607,,1,1,0.75,0.75,0.75,0.75,0.75,0.75,1,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,1.0000,1.0000,0.9167,0.8750,0.8500,0.8333,0.8214,0.8125,0.8333,0.8250,0.8182,0.8125,0.7692,0.7321,0.7000,0.6719,0.6471,0.6250,0.6053,0.6125,0.6190,0.6250,0.6304,0.6354,0.6400,0.6442,0.6481,0.6518,0.6552,0.6583,0.6613,0.6641,0.6667,0.6691,0.6714,0.6736,0.6757,0.6776,0.6795,0.6813,0.6829,0.6845,0.6860,0.6875,0.6889,0.6902,0.6915,0.6927,0.6939,0.6950,0.6961,0.6971,0.6981,0.6991,0.7000,0.7009,0.7018,0.7026
tcfg NDX,1995-12-12,585.039978,D,-0.729903365916,,0,0,0,0,0,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0417,0.1429,0.2188,0.2778,0.2750,0.2727,0.2708,0.2692,0.2679,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2500,0.2717,0.2917,0.3100,0.3269,0.3426,0.3571,0.3707,0.3833,0.3952,0.4062,0.4167,0.4265,0.4357,0.4444,0.4527,0.4605,0.4679,0.4750,0.4817,0.4881,0.4942,0.5000,0.5056,0.5109,0.5160,0.5208,0.5255,0.5300,0.5343,0.5385,0.5425,0.5463,0.5500,0.5536,0.5570,0.5603
tcfg NDX,1995-12-13,587.539978,D,0.210467641162,,0,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,0.0000,0.1250,0.1667,0.1875,0.2000,0.2917,0.3571,0.4062,0.4444,0.4750,0.4545,0.4375,0.4231,0.4107,0.4000,0.3750,0.3676,0.3611,0.3553,0.3500,0.3452,0.3409,0.3587,0.3750,0.3900,0.4038,0.4167,0.4286,0.4397,0.4500,0.4597,0.4688,0.4773,0.4853,0.4929,0.5000,0.5068,0.5132,0.5192,0.5250,0.5305,0.5357,0.5407,0.5455,0.5500,0.5543,0.5585,0.5625,0.5663,0.5700,0.5735,0.5769,0.5802,0.5833,0.5864,0.5893,0.5921,0.5948
tcfg NDX,1995-12-14,566.289978,D,-0.947667753528,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0109,0.0208,0.0300,0.0385,0.0463,0.0536,0.0603,0.0667,0.0726,0.0781,0.0833,0.0882,0.0929,0.0972,0.1014,0.1053,0.1090,0.1125,0.1159,0.1190,0.1221,0.1250,0.1278,0.1304,0.1330,0.1354,0.1378,0.1400,0.1422,0.1442,0.1462,0.1481,0.1500,0.1518,0.1535,0.1552
tcfg NDX,1995-12-15,563.280029,D,-0.259675487281,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0200,0.0288,0.0370,0.0446,0.0517,0.0583,0.0645,0.0703,0.0758,0.0809,0.0857,0.0903,0.0946,0.0987,0.1026,0.1062,0.1098,0.1131,0.1163,0.1193,0.1222,0.1250,0.1277,0.1302,0.1327,0.1350,0.1373,0.1394,0.1415,0.1435,0.1455,0.1473,0.1491,0.1509
tcfg NDX,1995-12-18,548.039978,D,-0.874711444381,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0192,0.0278,0.0357,0.0431,0.0500,0.0565,0.0625,0.0682,0.0735,0.0786,0.0833,0.0878,0.0921,0.0962,0.1000,0.1037,0.1071,0.1105,0.1136,0.1167,0.1196,0.1223,0.1250,0.1224,0.1200,0.1176,0.1202,0.1226,0.1250,0.1273,0.1295,0.1316,0.1336
tcfg NDX,1995-12-19,575.01001,D,0.985524483455,,1,0.25,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0,1.0000,0.6250,0.4167,0.3125,0.2500,0.2083,0.1786,0.1875,0.1944,0.2000,0.2045,0.2083,0.2115,0.2143,0.2167,0.2188,0.2206,0.2222,0.2237,0.2125,0.2024,0.1932,0.1957,0.1979,0.2000,0.2019,0.2037,0.2054,0.2069,0.2083,0.2097,0.2109,0.2121,0.2132,0.2143,0.2153,0.2162,0.2171,0.2179,0.2188,0.2195,0.2202,0.2209,0.2216,0.2222,0.2228,0.2234,0.2240,0.2245,0.2250,0.2255,0.2260,0.2264,0.2269,0.2273,0.2277,0.2281,0.2284
tcfg NDX,1995-12-20,565.150024,D,-0.694902816462,,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,1.0000,0.8750,0.5833,0.4375,0.3500,0.2917,0.2500,0.2188,0.1944,0.1750,0.1591,0.1458,0.1346,0.1250,0.1167,0.1094,0.1029,0.0972,0.0921,0.0875,0.0833,0.0795,0.0761,0.0729,0.0800,0.0865,0.0926,0.0982,0.1034,0.1083,0.1129,0.1172,0.1212,0.1250,0.1286,0.1319,0.1351,0.1382,0.1410,0.1437,0.1463,0.1488,0.1512,0.1534,0.1556,0.1576,0.1596,0.1615,0.1633,0.1650,0.1667,0.1683,0.1698,0.1713,0.1727,0.1741,0.1754,0.1767
tcfg NDX,1995-12-21,580.76001,D,0.881185720667,,1,1,0.75,0.25,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0,1.0000,1.0000,0.9167,0.7500,0.6000,0.5000,0.4286,0.3750,0.3611,0.3500,0.3409,0.3333,0.3269,0.3214,0.3167,0.3125,0.3088,0.3056,0.3026,0.3000,0.2976,0.2841,0.2717,0.2708,0.2700,0.2692,0.2685,0.2679,0.2672,0.2667,0.2661,0.2656,0.2652,0.2794,0.2929,0.3056,0.3176,0.3289,0.3397,0.3500,0.3598,0.3690,0.3779,0.3864,0.3944,0.4022,0.4096,0.4167,0.4235,0.4300,0.4363,0.4423,0.4481,0.4537,0.4591,0.4643,0.4693,0.4741
tcfg NDX,1995-12-22,585.179993,D,0.363171455829,,1,1,1,0.75,0.75,0.25,0.25,0,0,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,1.0000,1.0000,1.0000,0.9375,0.9000,0.7917,0.7143,0.6250,0.5556,0.5250,0.5455,0.5625,0.5769,0.5536,0.5333,0.5156,0.5000,0.4861,0.4737,0.4625,0.4524,0.4432,0.4348,0.4271,0.4200,0.4135,0.4259,0.4375,0.4483,0.4583,0.4677,0.4766,0.4848,0.4926,0.5000,0.5069,0.5135,0.5197,0.5256,0.5312,0.5366,0.5417,0.5465,0.5511,0.5556,0.5598,0.5638,0.5677,0.5714,0.5750,0.5784,0.5817,0.5849,0.5880,0.5909,0.5938,0.5965,0.5991
tcfg NDX,1995-12-26,585.090027,D,-0.007686885153,,1,1,1,0.75,0.75,0.75,0.25,0.25,0,0.25,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,1.0000,1.0000,1.0000,0.9375,0.9000,0.8750,0.7857,0.7188,0.6389,0.6000,0.6136,0.6250,0.6346,0.6429,0.6167,0.5938,0.5735,0.5556,0.5395,0.5250,0.5119,0.5000,0.4891,0.4792,0.4700,0.4615,0.4722,0.4821,0.4914,0.5000,0.5081,0.5156,0.5227,0.5294,0.5357,0.5417,0.5473,0.5526,0.5577,0.5625,0.5671,0.5714,0.5756,0.5795,0.5833,0.5870,0.5904,0.5938,0.5969,0.6000,0.6029,0.6058,0.6085,0.6111,0.6136,0.6161,0.6184,0.6207
tcfg NDX,1995-12-27,580.369995,D,-0.382819775241,,0,0.75,1,1,0.75,0.25,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0,0.0000,0.3750,0.5833,0.6875,0.7000,0.6250,0.5714,0.5000,0.4444,0.4000,0.3864,0.3750,0.3654,0.3571,0.3500,0.3438,0.3382,0.3333,0.3289,0.3250,0.3214,0.3182,0.3152,0.3125,0.3100,0.3077,0.3056,0.3036,0.3017,0.3000,0.2984,0.2969,0.2955,0.2941,0.2929,0.2917,0.3041,0.3158,0.3269,0.3375,0.3476,0.3571,0.3663,0.3750,0.3833,0.3913,0.3989,0.4062,0.4133,0.4200,0.4265,0.4327,0.4387,0.4444,0.4500,0.4554,0.4605,0.4655
tcfg NDX,1995-12-28,571.960022,D,-0.619710822210,,0,0,0.25,0.75,0.75,0.25,0.25,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0833,0.2500,0.3500,0.3333,0.3214,0.3125,0.2778,0.2500,0.2273,0.2292,0.2308,0.2321,0.2333,0.2344,0.2353,0.2361,0.2368,0.2375,0.2381,0.2386,0.2391,0.2396,0.2400,0.2404,0.2407,0.2411,0.2414,0.2417,0.2419,0.2422,0.2424,0.2426,0.2429,0.2431,0.2432,0.2434,0.2436,0.2437,0.2439,0.2440,0.2442,0.2443,0.2444,0.2446,0.2447,0.2448,0.2449,0.2450,0.2451,0.2452,0.2453,0.2454,0.2455,0.2455,0.2456,0.2457
tcfg NDX,1995-12-29,576.22998,D,0.356852266317,,0,0,0.75,0.75,1,0.75,0.75,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.2500,0.3750,0.5000,0.5417,0.5714,0.5312,0.5000,0.4500,0.4091,0.3958,0.3846,0.3750,0.3667,0.3594,0.3529,0.3472,0.3421,0.3375,0.3333,0.3295,0.3261,0.3229,0.3200,0.3173,0.3148,0.3125,0.3103,0.3083,0.3065,0.3047,0.3030,0.3015,0.3000,0.2986,0.2973,0.2961,0.2949,0.2938,0.2927,0.2917,0.2907,0.2898,0.2889,0.2880,0.2872,0.2865,0.2857,0.2850,0.2843,0.2837,0.2830,0.2824,0.2818,0.2812,0.2807,0.2802
tcfg NDX,1996-01-02,585.940002,D,0.687156003356,,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0,1.0000,1.0000,1.0000,1.0000,1.0000,0.9583,0.9286,0.9062,0.8889,0.8750,0.8182,0.7708,0.7692,0.7679,0.7667,0.7656,0.7353,0.7083,0.6842,0.6625,0.6429,0.6250,0.6087,0.5938,0.5800,0.5673,0.5556,0.5446,0.5517,0.5583,0.5645,0.5703,0.5758,0.5809,0.5857,0.5903,0.5946,0.5987,0.6026,0.6062,0.6098,0.6131,0.6163,0.6193,0.6222,0.6250,0.6277,0.6302,0.6327,0.6350,0.6373,0.6394,0.6415,0.6435,0.6455,0.6473,0.6491,0.6509
tcfg NDX,1996-01-03,572.289978,D,-0.822597071627,,0,0.25,0,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.1250,0.0833,0.1250,0.2500,0.3333,0.3929,0.3750,0.3611,0.3500,0.3409,0.3125,0.2885,0.2857,0.2833,0.2812,0.2794,0.2778,0.2763,0.2750,0.2738,0.2727,0.2717,0.2708,0.2700,0.2692,0.2685,0.2679,0.2672,0.2667,0.2661,0.2656,0.2652,0.2647,0.2643,0.2639,0.2635,0.2632,0.2628,0.2625,0.2622,0.2619,0.2616,0.2614,0.2611,0.2609,0.2606,0.2604,0.2602,0.2600,0.2598,0.2596,0.2594,0.2593,0.2591,0.2589,0.2588,0.2586
tcfg NDX,1996-01-04,563.47998,D,-0.646763412408,,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0417,0.0714,0.0938,0.1111,0.1250,0.1364,0.1250,0.1154,0.1071,0.1000,0.0938,0.0882,0.0833,0.0789,0.0750,0.0714,0.0682,0.0652,0.0625,0.0600,0.0577,0.0556,0.0536,0.0517,0.0583,0.0645,0.0703,0.0758,0.0809,0.0857,0.0903,0.0946,0.0987,0.1026,0.1062,0.1098,0.1131,0.1163,0.1193,0.1222,0.1250,0.1277,0.1302,0.1327,0.1350,0.1373,0.1394,0.1415,0.1435,0.1455,0.1473,0.1491,0.1509
tcfg NDX,1996-01-05,565.140015,D,0.146245823947,,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0417,0.0714,0.0938,0.1111,0.1250,0.1364,0.1458,0.1346,0.1250,0.1167,0.1094,0.1029,0.0972,0.0921,0.0875,0.0833,0.0795,0.0761,0.0729,0.0700,0.0673,0.0648,0.0625,0.0603,0.0667,0.0726,0.0781,0.0833,0.0882,0.0929,0.0972,0.1014,0.1053,0.1090,0.1125,0.1159,0.1190,0.1221,0.1250,0.1278,0.1304,0.1330,0.1354,0.1378,0.1400,0.1422,0.1442,0.1462,0.1481,0.1500,0.1518,0.1535,0.1552
tcfg NDX,1996-01-08,563.150024,D,-0.174264871586,,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0357,0.0625,0.0833,0.1000,0.1136,0.1250,0.1154,0.1071,0.1000,0.0938,0.0882,0.0833,0.0789,0.0750,0.0714,0.0682,0.0652,0.0625,0.0600,0.0577,0.0556,0.0536,0.0517,0.0500,0.0565,0.0625,0.0682,0.0735,0.0786,0.0833,0.0878,0.0921,0.0962,0.1000,0.1037,0.1071,0.1105,0.1136,0.1167,0.1196,0.1223,0.1250,0.1276,0.1300,0.1324,0.1346,0.1368,0.1389,0.1409,0.1429,0.1447,0.1466
tcfg NDX,1996-01-09,534.419983,D,-0.987900465851,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tcfg NDX,1996-01-10,535.289978,U,0.081216905090,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
tcfg NDX,1996-01-11,555.200012,U,0.952655074831,,1,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1.0000,0.5000,0.3333,0.2500,0.2000,0.1667,0.1429,0.1562,0.1667,0.1750,0.1818,0.1875,0.1923,0.1964,0.2000,0.1875,0.1765,0.1667,0.1579,0.1500,0.1429,0.1364,0.1304,0.1250,0.1200,0.1154,0.1111,0.1071,0.1034,0.1000,0.0968,0.1016,0.1061,0.1103,0.1143,0.1181,0.1216,0.1250,0.1282,0.1313,0.1341,0.1369,0.1395,0.1420,0.1444,0.1467,0.1489,0.1510,0.1531,0.1550,0.1569,0.1587,0.1604,0.1620,0.1636,0.1652,0.1667,0.1681
tcfg NDX,1996-01-12,552.710022,U,-0.220558042669,,1,0.75,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,1.0000,0.8750,0.5833,0.4375,0.3500,0.2917,0.2500,0.2188,0.2222,0.2250,0.2273,0.2292,0.2308,0.2321,0.2333,0.2344,0.2206,0.2083,0.1974,0.1875,0.1786,0.1705,0.1630,0.1562,0.1500,0.1442,0.1389,0.1339,0.1293,0.1250,0.1210,0.1172,0.1212,0.1250,0.1286,0.1319,0.1351,0.1382,0.1410,0.1437,0.1463,0.1488,0.1512,0.1534,0.1556,0.1576,0.1596,0.1615,0.1633,0.1650,0.1667,0.1683,0.1698,0.1713,0.1727,0.1741,0.1754,0.1767
tcfg NDX,1996-01-15,534.440002,U,-0.929236373013,,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.1250,0.1667,0.1250,0.1000,0.0833,0.0714,0.0625,0.0556,0.0500,0.0455,0.0417,0.0385,0.0357,0.0333,0.0312,0.0294,0.0278,0.0263,0.0250,0.0238,0.0227,0.0217,0.0208,0.0200,0.0192,0.0185,0.0179,0.0172,0.0167,0.0161,0.0156,0.0152,0.0147,0.0143,0.0139,0.0135,0.0132,0.0128,0.0125,0.0122,0.0119,0.0116,0.0114,0.0111,0.0109,0.0106,0.0104,0.0102,0.0100,0.0098,0.0096,0.0094,0.0093,0.0091,0.0089,0.0088,0.0086
tcfg NDX,1996-01-16,546.049988,U,0.795480515132,,0,0.75,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.3750,0.3333,0.3125,0.2500,0.2083,0.1786,0.1562,0.1389,0.1250,0.1136,0.1042,0.0962,0.0893,0.0833,0.0781,0.0735,0.0694,0.0658,0.0625,0.0595,0.0568,0.0543,0.0521,0.0500,0.0481,0.0463,0.0446,0.0431,0.0417,0.0403,0.0391,0.0379,0.0368,0.0357,0.0347,0.0338,0.0329,0.0321,0.0312,0.0305,0.0298,0.0291,0.0284,0.0278,0.0272,0.0266,0.0260,0.0255,0.0250,0.0245,0.0240,0.0236,0.0231,0.0227,0.0223,0.0219,0.0216
